subgroup,modeldate,startdate,enddate,pollster,samplesize,approve,disapprove
All polls,01/01/2020,10/22/2017,10/24/2017,YouGov,1500,37,53
All polls,01/01/2020,10/22/2017,10/24/2017,Gallup,1500,36,59
All polls,01/01/2020,10/21/2017,10/25/2017,Ipsos,2071,34.7,60.8
All polls,01/01/2020,10/22/2017,10/24/2017,Fox News,1005,38,57
All polls,01/01/2020,10/22/2017,10/24/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,10/18/2017,10/30/2017,Public Religion Research Institute,2019,41,54
All polls,01/01/2020,10/22/2017,10/26/2017,Ipsos,1870,35.1,59.7
All polls,01/01/2020,10/23/2017,10/25/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,10/23/2017,10/25/2017,Gallup,1500,37,58
All polls,01/01/2020,10/24/2017,10/26/2017,Gallup,1500,36,58
All polls,01/01/2020,10/24/2017,10/25/2017,Lucid,1300,37.02,50.98
All polls,01/01/2020,10/23/2017,10/27/2017,Ipsos,1750,36.4,58.5
All polls,01/01/2020,10/24/2017,10/26/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,10/23/2017,10/26/2017,SurveyMonkey,9261,39,58
All polls,01/01/2020,10/23/2017,10/26/2017,NBC News/Wall Street Journal,900,38,58
All polls,01/01/2020,10/24/2017,10/28/2017,Ipsos,1735,37.3,57.8
All polls,01/01/2020,10/25/2017,10/27/2017,Gallup,1500,36,59
All polls,01/01/2020,10/25/2017,10/29/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,10/26/2017,10/28/2017,Gallup,1500,35,60
All polls,01/01/2020,10/25/2017,10/29/2017,Ipsos,1743,36.4,58.7
All polls,01/01/2020,10/26/2017,10/30/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,10/27/2017,10/29/2017,Public Policy Polling,572,38,56
All polls,01/01/2020,10/26/2017,10/30/2017,Ipsos,1768,36.2,59.2
All polls,01/01/2020,10/26/2017,10/30/2017,Morning Consult,2201,44,51
All polls,01/01/2020,10/25/2017,10/30/2017,Pew Research Center,1504,34,59
All polls,01/01/2020,10/27/2017,10/29/2017,Gallup,1500,33,62
All polls,01/01/2020,10/27/2017,10/31/2017,Ipsos,1802,36.2,60
All polls,01/01/2020,10/28/2017,10/30/2017,Gallup,1500,34,62
All polls,01/01/2020,10/26/2017,11/01/2017,icitizen,2230,37,62
All polls,01/01/2020,10/26/2017,11/01/2017,SurveyMonkey,13308,41,58
All polls,01/01/2020,10/27/2017,10/30/2017,CBS News,1109,39,55
All polls,01/01/2020,10/26/2017,11/03/2017,IBD/TIPP,917,36,58
All polls,01/01/2020,10/29/2017,10/31/2017,YouGov,1500,40,52
All polls,01/01/2020,10/28/2017,11/01/2017,Ipsos,1593,36.2,60.6
All polls,01/01/2020,10/29/2017,10/31/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,10/29/2017,10/31/2017,Gallup,1500,35,61
All polls,01/01/2020,10/29/2017,11/02/2017,Ipsos,1910,35,61.2
All polls,01/01/2020,10/30/2017,11/01/2017,Gallup,1500,38,58
All polls,01/01/2020,10/29/2017,11/01/2017,ABC News/Washington Post,1005,37,59
All polls,01/01/2020,10/30/2017,11/01/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,56
All polls,01/01/2020,10/31/2017,11/02/2017,Gallup,1500,39,57
All polls,01/01/2020,10/31/2017,11/02/2017,Morning Consult,2201,42,50
All polls,01/01/2020,10/31/2017,11/02/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,10/30/2017,11/03/2017,Ipsos,1858,36.4,60.2
All polls,01/01/2020,10/31/2017,11/01/2017,Lucid,1315,36.99,52.43
All polls,01/01/2020,10/31/2017,11/04/2017,Ipsos,1818,35,60.7
All polls,01/01/2020,11/01/2017,11/03/2017,Gallup,1500,39,56
All polls,01/01/2020,11/02/2017,11/04/2017,Gallup,1500,37,57
All polls,01/01/2020,11/01/2017,11/05/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,11/01/2017,11/05/2017,Ipsos,1769,35.8,59.4
All polls,01/01/2020,11/02/2017,11/06/2017,Ipsos,1860,35.9,59.1
All polls,01/01/2020,11/02/2017,11/06/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,56
All polls,01/01/2020,11/02/2017,11/05/2017,CNN/SSRS,1021,36,58
All polls,01/01/2020,11/03/2017,11/05/2017,Gallup,1500,37,57
All polls,01/01/2020,11/02/2017,11/06/2017,Morning Consult,2201,44,50
All polls,01/01/2020,11/03/2017,11/07/2017,Ipsos,1573,34.8,59.8
All polls,01/01/2020,11/02/2017,11/08/2017,SurveyMonkey,19325,41,57
All polls,01/01/2020,11/03/2017,11/06/2017,Zogby Analytics,884,37,60
All polls,01/01/2020,11/04/2017,11/06/2017,Gallup,1500,37,57
All polls,01/01/2020,11/02/2017,11/08/2017,icitizen,2721,37,62
All polls,01/01/2020,11/05/2017,11/07/2017,YouGov,1500,37,54
All polls,01/01/2020,11/05/2017,11/07/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,57
All polls,01/01/2020,11/04/2017,11/08/2017,Ipsos,1608,35.6,59.2
All polls,01/01/2020,11/05/2017,11/07/2017,Gallup,1500,38,55
All polls,01/01/2020,11/06/2017,11/08/2017,Gallup,1500,37,57
All polls,01/01/2020,11/01/2017,11/13/2017,Cards Against Humanity/Survey Sampling International,800,36,46
All polls,01/01/2020,11/06/2017,11/08/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,56
All polls,01/01/2020,11/05/2017,11/09/2017,Ipsos,1644,36.3,58.8
All polls,01/01/2020,11/07/2017,11/08/2017,Lucid,1274,38.32,46.91
All polls,01/01/2020,11/06/2017,11/09/2017,Marist College,1074,39,53
All polls,01/01/2020,11/06/2017,11/10/2017,Ipsos,1648,34.9,60.8
All polls,01/01/2020,11/07/2017,11/09/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,11/07/2017,11/09/2017,Gallup,1500,37,58
All polls,01/01/2020,11/08/2017,11/10/2017,Gallup,1500,38,57
All polls,01/01/2020,11/07/2017,11/11/2017,Ipsos,1580,35.5,60.2
All polls,01/01/2020,11/07/2017,11/13/2017,Quinnipiac University,1577,35,58
All polls,01/01/2020,11/08/2017,11/12/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,11/08/2017,11/12/2017,Ipsos,1533,37.5,58
All polls,01/01/2020,11/09/2017,11/11/2017,Morning Consult,1993,42,52
All polls,01/01/2020,11/08/2017,11/11/2017,Harris Poll,1989,41,59
All polls,01/01/2020,11/09/2017,11/11/2017,Gallup,1500,39,55
All polls,01/01/2020,11/09/2017,11/13/2017,Ipsos,1536,36.8,58.2
All polls,01/01/2020,11/09/2017,11/13/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,11/09/2017,11/13/2017,McLaughlin & Associates,1000,44,53
All polls,01/01/2020,11/10/2017,11/12/2017,Gallup,1500,38,56
All polls,01/01/2020,11/08/2017,11/13/2017,Kaiser Family Foundation,1201,40,56
All polls,01/01/2020,11/10/2017,11/14/2017,Ipsos,1525,37.4,58.6
All polls,01/01/2020,11/09/2017,11/15/2017,SurveyMonkey,10611,41,57
All polls,01/01/2020,11/11/2017,11/13/2017,Gallup,1500,38,57
All polls,01/01/2020,11/12/2017,11/14/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,11/11/2017,11/14/2017,Harris Poll,2350,41,59
All polls,01/01/2020,11/12/2017,11/14/2017,YouGov,1500,34,55
All polls,01/01/2020,11/12/2017,11/14/2017,Gallup,1500,37,57
All polls,01/01/2020,11/11/2017,11/15/2017,Ipsos,1565,38,57.1
All polls,01/01/2020,11/13/2017,11/15/2017,Gallup,1500,37,57
All polls,01/01/2020,11/13/2017,11/15/2017,Marist College,1019,39,55
All polls,01/01/2020,11/12/2017,11/16/2017,Ipsos,1629,37.8,57.2
All polls,01/01/2020,11/13/2017,11/15/2017,Rasmussen Reports/Pulse Opinion Research,1500,41,57
All polls,01/01/2020,11/14/2017,11/16/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,11/14/2017,11/15/2017,Lucid,1208,35.24,50.85
All polls,01/01/2020,11/14/2017,11/16/2017,Gallup,1500,37,56
All polls,01/01/2020,11/13/2017,11/17/2017,Ipsos,1666,37.4,57.6
All polls,01/01/2020,11/14/2017,11/18/2017,Ipsos,1601,37.7,57.6
All polls,01/01/2020,11/15/2017,11/17/2017,Gallup,1500,39,56
All polls,01/01/2020,11/15/2017,11/19/2017,Ipsos,1588,37.4,57.2
All polls,01/01/2020,11/16/2017,11/18/2017,Gallup,1500,38,57
All polls,01/01/2020,11/15/2017,11/19/2017,Rasmussen Reports/Pulse Opinion Research,1500,41,57
All polls,01/01/2020,11/15/2017,11/20/2017,Quinnipiac University,1415,38,55
All polls,01/01/2020,11/16/2017,11/20/2017,Ipsos,1562,36.6,59
All polls,01/01/2020,11/16/2017,11/20/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,56
All polls,01/01/2020,11/17/2017,11/19/2017,Gallup,1500,38,57
All polls,01/01/2020,11/16/2017,11/19/2017,Morning Consult,2800,44,49
All polls,01/01/2020,11/18/2017,11/20/2017,Gallup,1500,36,57
All polls,01/01/2020,11/16/2017,11/22/2017,icitizen,3241,38,62
All polls,01/01/2020,11/17/2017,11/21/2017,Ipsos,1492,36.5,58.6
All polls,01/01/2020,11/16/2017,11/22/2017,SurveyMonkey,8289,41,57
All polls,01/01/2020,11/17/2017,11/20/2017,American Research Group,1100,35,61
All polls,01/01/2020,11/19/2017,11/21/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,11/18/2017,11/22/2017,Ipsos,1506,36.4,59
All polls,01/01/2020,11/19/2017,11/21/2017,YouGov,1500,37,54
All polls,01/01/2020,11/19/2017,11/21/2017,Gallup,1500,38,55
All polls,01/01/2020,11/20/2017,11/22/2017,Gallup,1500,38,55
All polls,01/01/2020,11/21/2017,11/21/2017,Lucid,985,37.57,49.66
All polls,01/01/2020,11/19/2017,11/23/2017,Ipsos,1543,36.6,58.9
All polls,01/01/2020,11/19/2017,11/24/2017,Saint Leo University,1000,41.2,54.1
All polls,01/01/2020,11/20/2017,11/24/2017,Ipsos,1597,36.1,59.5
All polls,01/01/2020,11/21/2017,11/25/2017,Morning Consult,1994,43,52
All polls,01/01/2020,11/21/2017,11/25/2017,Ipsos,1605,38.5,56.4
All polls,01/01/2020,11/21/2017,11/24/2017,Gallup,1500,38,55
All polls,01/01/2020,11/22/2017,11/25/2017,Gallup,1500,37,57
All polls,01/01/2020,11/22/2017,11/26/2017,Ipsos,1685,37.3,57.6
All polls,01/01/2020,11/22/2017,11/26/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,11/23/2017,11/27/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,11/23/2017,11/27/2017,Ipsos,1922,37.9,57.5
All polls,01/01/2020,11/24/2017,11/26/2017,Gallup,1500,37,57
All polls,01/01/2020,11/23/2017,11/29/2017,SurveyMonkey,14040,39,60
All polls,01/01/2020,11/25/2017,11/27/2017,Gallup,1500,37,56
All polls,01/01/2020,11/24/2017,11/28/2017,Ipsos,1970,37.8,57.4
All polls,01/01/2020,11/25/2017,11/29/2017,Ipsos,1962,37.7,57
All polls,01/01/2020,11/26/2017,11/28/2017,YouGov,1500,39,53
All polls,01/01/2020,11/26/2017,11/28/2017,Gallup,1500,38,55
All polls,01/01/2020,11/26/2017,11/28/2017,Rasmussen Reports/Pulse Opinion Research,1500,41,57
All polls,01/01/2020,11/27/2017,11/29/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,11/27/2017,11/29/2017,Gallup,1500,36,57
All polls,01/01/2020,11/26/2017,11/30/2017,Ipsos,1928,37.1,57.4
All polls,01/01/2020,11/28/2017,11/30/2017,Morning Consult,2601,41,52
All polls,01/01/2020,11/28/2017,11/30/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,11/28/2017,11/30/2017,Gallup,1500,34,60
All polls,01/01/2020,11/28/2017,11/29/2017,Lucid,923,35.32,52.25
All polls,01/01/2020,11/28/2017,11/29/2017,SurveyMonkey,2036,36,62
All polls,01/01/2020,11/27/2017,12/01/2017,Ipsos,1908,37.8,57.3
All polls,01/01/2020,11/29/2017,12/01/2017,Gallup,1500,33,62
All polls,01/01/2020,11/28/2017,12/02/2017,Ipsos,1656,37,57.3
All polls,01/01/2020,11/30/2017,12/02/2017,Gallup,1500,34,61
All polls,01/01/2020,11/27/2017,12/04/2017,IBD/TIPP,901,36,59
All polls,01/01/2020,11/29/2017,12/03/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,11/29/2017,12/03/2017,Ipsos,1594,37.7,57
All polls,01/01/2020,11/30/2017,12/04/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,11/30/2017,12/04/2017,Ipsos,1552,38.3,56.8
All polls,01/01/2020,11/29/2017,12/04/2017,Quinnipiac University,1508,35,58
All polls,01/01/2020,12/01/2017,12/03/2017,Morning Consult,1997,45,51
All polls,01/01/2020,11/29/2017,12/04/2017,Pew Research Center,1503,32,63
All polls,01/01/2020,12/01/2017,12/03/2017,Gallup,1500,35,60
All polls,01/01/2020,12/01/2017,12/04/2017,Morning Consult,2200,42,51
All polls,01/01/2020,12/01/2017,12/05/2017,Ipsos,1550,36.9,59.2
All polls,01/01/2020,12/02/2017,12/04/2017,Gallup,1500,35,60
All polls,01/01/2020,11/30/2017,12/06/2017,SurveyMonkey,16149,39,58
All polls,01/01/2020,11/30/2017,12/08/2017,icitizen,2887,29,71
All polls,01/01/2020,12/03/2017,12/05/2017,YouGov,1500,37,51
All polls,01/01/2020,12/03/2017,12/05/2017,Gallup,1500,36,59
All polls,01/01/2020,12/03/2017,12/05/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,12/02/2017,12/06/2017,Ipsos,1532,37.1,59.1
All polls,01/01/2020,12/03/2017,12/05/2017,CBS News,1120,36,57
All polls,01/01/2020,12/04/2017,12/06/2017,Gallup,1500,37,59
All polls,01/01/2020,12/04/2017,12/06/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,12/03/2017,12/07/2017,Ipsos,1499,36.7,59.1
All polls,01/01/2020,12/05/2017,12/05/2017,Lucid,859,34.82,50.18
All polls,01/01/2020,12/04/2017,12/08/2017,Ipsos,1499,35.9,59.9
All polls,01/01/2020,12/04/2017,12/07/2017,Marist College,1267,37,56
All polls,01/01/2020,12/05/2017,12/07/2017,Gallup,1500,38,58
All polls,01/01/2020,12/05/2017,12/06/2017,SurveyMonkey,2524,36,61
All polls,01/01/2020,12/05/2017,12/07/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,12/06/2017,12/08/2017,Gallup,1500,37,58
All polls,01/01/2020,12/05/2017,12/09/2017,Ipsos,1463,34.9,60.9
All polls,01/01/2020,12/06/2017,12/10/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,12/07/2017,12/09/2017,Gallup,1500,36,59
All polls,01/01/2020,12/06/2017,12/10/2017,Ipsos,1413,34.7,60.5
All polls,01/01/2020,12/08/2017,12/10/2017,Gallup,1500,35,60
All polls,01/01/2020,12/07/2017,12/11/2017,AP-NORC,1020,32,67
All polls,01/01/2020,12/07/2017,12/11/2017,Ipsos,1442,34.6,60.6
All polls,01/01/2020,12/06/2017,12/11/2017,Quinnipiac University,1211,37,57
All polls,01/01/2020,12/07/2017,12/11/2017,Rasmussen Reports/Pulse Opinion Research,1500,41,57
All polls,01/01/2020,12/08/2017,12/12/2017,Ipsos,1464,33.3,61.3
All polls,01/01/2020,12/08/2017,12/11/2017,Harris Poll,1989,41,59
All polls,01/01/2020,12/08/2017,12/11/2017,Morning Consult,2202,42,52
All polls,01/01/2020,12/07/2017,12/13/2017,SurveyMonkey,11427,40,58
All polls,01/01/2020,12/09/2017,12/11/2017,Gallup,1500,35,60
All polls,01/01/2020,12/10/2017,12/12/2017,Rasmussen Reports/Pulse Opinion Research,1500,41,57
All polls,01/01/2020,12/10/2017,12/12/2017,Monmouth University,806,32,56
All polls,01/01/2020,12/09/2017,12/13/2017,Ipsos,1841,34.1,61.2
All polls,01/01/2020,12/10/2017,12/12/2017,YouGov,1500,38,51
All polls,01/01/2020,12/10/2017,12/12/2017,Gallup,1500,36,59
All polls,01/01/2020,12/11/2017,12/13/2017,Gallup,1500,36,59
All polls,01/01/2020,12/11/2017,12/12/2017,Public Policy Polling,862,41,56
All polls,01/01/2020,12/10/2017,12/14/2017,Ipsos,2298,34.9,61
All polls,01/01/2020,12/11/2017,12/13/2017,Rasmussen Reports/Pulse Opinion Research,1500,41,57
All polls,01/01/2020,12/10/2017,12/13/2017,CNBC/Hart Research/Public Opinion Strategies,800,42,49
All polls,01/01/2020,12/12/2017,12/14/2017,Gallup,1500,35,60
All polls,01/01/2020,12/12/2017,12/14/2017,Rasmussen Reports/Pulse Opinion Research,1500,40,57
All polls,01/01/2020,12/12/2017,12/13/2017,Lucid,866,33.57,51.98
All polls,01/01/2020,12/11/2017,12/15/2017,Ipsos,2538,35.3,60.9
All polls,01/01/2020,12/13/2017,12/15/2017,NBC News/Wall Street Journal,900,41,56
All polls,01/01/2020,12/12/2017,12/16/2017,Ipsos,2657,34.6,61.4
All polls,01/01/2020,12/13/2017,12/15/2017,Gallup,1500,34,61
All polls,01/01/2020,12/14/2017,12/16/2017,Gallup,1500,35,60
All polls,01/01/2020,12/13/2017,12/17/2017,Ipsos,2678,34.8,61.7
All polls,01/01/2020,12/13/2017,12/17/2017,Rasmussen Reports/Pulse Opinion Research,1500,42,55
All polls,01/01/2020,12/14/2017,12/18/2017,McLaughlin & Associates,1000,45,53
All polls,01/01/2020,12/13/2017,12/18/2017,Quinnipiac University,1230,37,59
All polls,01/01/2020,12/14/2017,12/18/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,12/15/2017,12/17/2017,Gallup,1500,34,60
All polls,01/01/2020,12/14/2017,12/18/2017,Morning Consult,2201,40,54
All polls,01/01/2020,12/14/2017,12/18/2017,Ipsos,2891,35.2,60.3
All polls,01/01/2020,12/14/2017,12/17/2017,CNN/SSRS,1001,35,59
All polls,01/01/2020,12/15/2017,12/19/2017,Ipsos,2491,34.9,59.8
All polls,01/01/2020,12/14/2017,12/20/2017,SurveyMonkey,10374,39,58
All polls,01/01/2020,12/16/2017,12/18/2017,Gallup,1500,36,59
All polls,01/01/2020,12/17/2017,12/19/2017,Gallup,1500,35,59
All polls,01/01/2020,12/17/2017,12/19/2017,YouGov,1500,38,52
All polls,01/01/2020,12/16/2017,12/20/2017,Ipsos,2323,35.4,59.2
All polls,01/01/2020,12/17/2017,12/19/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,12/17/2017,12/20/2017,American Research Group,1100,34,62
All polls,01/01/2020,12/18/2017,12/20/2017,Gallup,1500,35,59
All polls,01/01/2020,12/18/2017,12/20/2017,Rasmussen Reports/Pulse Opinion Research,1500,43,55
All polls,01/01/2020,12/17/2017,12/21/2017,Ipsos,2233,36.1,58.3
All polls,01/01/2020,12/19/2017,12/21/2017,Gallup,1500,36,58
All polls,01/01/2020,12/19/2017,12/20/2017,Lucid,771,31.52,54.58
All polls,01/01/2020,12/19/2017,12/21/2017,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,12/18/2017,12/22/2017,Ipsos,2248,36.5,58
All polls,01/01/2020,12/19/2017,12/21/2017,Morning Consult,2249,42,52
All polls,01/01/2020,12/19/2017,12/23/2017,Ipsos,1637,37.2,57.2
All polls,01/01/2020,12/14/2017,12/27/2017,icitizen,6428,29,71
All polls,01/01/2020,12/20/2017,12/22/2017,Gallup,1500,38,57
All polls,01/01/2020,12/20/2017,12/24/2017,Ipsos,1479,37.6,58.1
All polls,01/01/2020,12/21/2017,12/23/2017,Gallup,1500,39,55
All polls,01/01/2020,12/21/2017,12/24/2017,Morning Consult,2201,41,53
All polls,01/01/2020,12/21/2017,12/25/2017,Ipsos,1435,37,58.8
All polls,01/01/2020,12/22/2017,12/26/2017,Ipsos,1458,36.2,58.6
All polls,01/01/2020,12/21/2017,12/27/2017,SurveyMonkey,7557,41,56
All polls,01/01/2020,12/22/2017,12/26/2017,Gallup,1500,38,56
All polls,01/01/2020,12/23/2017,12/27/2017,Gallup,1500,38,56
All polls,01/01/2020,12/23/2017,12/27/2017,Ipsos,1455,36.5,58.1
All polls,01/01/2020,12/24/2017,12/26/2017,YouGov,1500,38,52
All polls,01/01/2020,12/24/2017,12/26/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,12/26/2017,12/26/2017,Lucid,698,36.11,53.61
All polls,01/01/2020,12/24/2017,12/28/2017,Ipsos,1519,37.2,57.9
All polls,01/01/2020,12/25/2017,12/27/2017,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,12/25/2017,12/29/2017,Ipsos,1839,38.3,56.5
All polls,01/01/2020,12/26/2017,12/28/2017,Gallup,1500,38,57
All polls,01/01/2020,12/26/2017,12/28/2017,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,12/27/2017,12/29/2017,Gallup,1500,38,56
All polls,01/01/2020,12/26/2017,12/30/2017,Ipsos,1897,39.6,54.7
All polls,01/01/2020,12/27/2017,12/31/2017,Ipsos,1819,40.5,54.6
All polls,01/01/2020,12/28/2017,12/30/2017,Gallup,1500,40,55
All polls,01/01/2020,12/28/2017,01/03/2018,SurveyMonkey,12238,43,54
All polls,01/01/2020,12/15/2017,1/15/2018,USC Dornsife/LA Times,3862,32,55
All polls,01/01/2020,12/29/2017,01/02/2018,Ipsos,625,39.7,55.5
All polls,01/01/2020,12/30/2017,01/03/2018,Ipsos,948,40.9,54.1
All polls,01/01/2020,12/31/2017,01/02/2018,Rasmussen Reports/Pulse Opinion Research,1500,44,54
All polls,01/01/2020,12/31/2017,01/02/2018,YouGov,1500,38,52
All polls,01/01/2020,12/31/2017,01/04/2018,Ipsos,1259,41.6,53.9
All polls,01/01/2020,01/01/2018,01/03/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,01/02/2018,01/04/2018,Rasmussen Reports/Pulse Opinion Research,500,44,54
All polls,01/01/2020,01/01/2018,01/05/2018,SurveyMonkey,10509,44,54
All polls,01/01/2020,01/01/2018,01/05/2018,Ipsos,1599,41.9,53.3
All polls,01/01/2020,01/03/2018,01/03/2018,Lucid,929,36.99,50.17
All polls,01/01/2020,12/28/2017,01/10/2018,icitizen,14192,46,54
All polls,01/01/2020,01/02/2018,01/06/2018,Ipsos,1610,41.9,53.2
All polls,01/01/2020,01/02/2018,01/07/2018,Gallup,1500,37,58
All polls,01/01/2020,01/04/2018,01/05/2018,Morning Consult,2201,43,50
All polls,01/01/2020,01/03/2018,01/07/2018,Ipsos,1553,42.9,52.7
All polls,01/01/2020,01/03/2018,01/07/2018,Rasmussen Reports/Pulse Opinion Research,1500,42,56
All polls,01/01/2020,01/04/2018,01/08/2018,Rasmussen Reports/Pulse Opinion Research,1500,43,56
All polls,01/01/2020,01/04/2018,01/08/2018,Ipsos,1581,41.1,54.6
All polls,01/01/2020,01/02/2018,01/10/2018,IBD/TIPP,901,35,58
All polls,01/01/2020,01/05/2018,01/09/2018,Ipsos,1622,40.9,54.8
All polls,01/01/2020,01/05/2018,01/09/2018,Quinnipiac University,1106,36,59
All polls,01/01/2020,01/06/2018,01/10/2018,Ipsos,1584,40.7,55.4
All polls,01/01/2020,01/07/2018,01/09/2018,Rasmussen Reports/Pulse Opinion Research,1500,44,55
All polls,01/01/2020,01/05/2018,01/11/2018,McLaughlin & Associates,1000,46,53
All polls,01/01/2020,01/06/2018,01/11/2018,GQR Research,1000,42,53
All polls,01/01/2020,01/08/2018,01/09/2018,YouGov,1500,38,51
All polls,01/01/2020,01/08/2018,01/10/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,53
All polls,01/01/2020,01/08/2018,01/10/2018,Marist College,1350,37,53
All polls,01/01/2020,01/07/2018,01/11/2018,Ipsos,1614,39.7,56.2
All polls,01/01/2020,01/09/2018,01/10/2018,Lucid,1398,37.81,50.95
All polls,01/01/2020,01/09/2018,01/11/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,53
All polls,01/01/2020,01/09/2018,01/10/2018,Public Policy Polling,620,42,53
All polls,01/01/2020,01/08/2018,01/12/2018,Ipsos,1728,41.4,54.3
All polls,01/01/2020,01/08/2018,01/11/2018,Emerson College,600,38.6,51.6
All polls,01/01/2020,01/09/2018,01/11/2018,Morning Consult,2201,43,51
All polls,01/01/2020,01/04/2018,1/17/2018,SurveyMonkey,13363,42,56
All polls,01/01/2020,01/08/2018,1/14/2018,Gallup,1500,38,57
All polls,01/01/2020,01/09/2018,1/13/2018,Ipsos,1673,41,54.3
All polls,01/01/2020,01/10/2018,1/14/2018,Rasmussen Reports/Pulse Opinion Research,1500,46,52
All polls,01/01/2020,01/10/2018,1/14/2018,Ipsos,1557,40.6,54.5
All polls,01/01/2020,01/11/2018,1/15/2018,Rasmussen Reports/Pulse Opinion Research,1500,45,54
All polls,01/01/2020,01/11/2018,1/15/2018,Ipsos,1641,39.5,55.2
All polls,01/01/2020,01/10/2018,1/15/2018,Pew Research Center,1503,37,56
All polls,01/01/2020,1/13/2018,1/15/2018,Tarrance Group,1000,41,53
